company_name_j,company_type,industry
에어키,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
에이트테크,중소기업,산업용 로봇 제조업
에이트테크,주식회사,산업용 로봇 제조업
포스로직,중소기업,응용 소프트웨어 개발 및 공급업
포스로직,주식회사,응용 소프트웨어 개발 및 공급업
포스로직,사단법인,응용 소프트웨어 개발 및 공급업
크레셈,중소기업,반도체 제조용 기계 제조업
크레셈,주식회사,반도체 제조용 기계 제조업
크레셈,외부감사법인,반도체 제조용 기계 제조업
크레셈,수출입 기업,반도체 제조용 기계 제조업
티피씨인터넷,중소기업,응용 소프트웨어 개발 및 공급업
에이엠시지,중소기업,그 외 기타 의료용 기기 제조업
에이엠시지,코넥스,그 외 기타 의료용 기기 제조업
에이엠시지,주식회사,그 외 기타 의료용 기기 제조업
에이엠시지,수출입 기업,그 외 기타 의료용 기기 제조업
모멘티어테크놀로지스,중소기업,응용 소프트웨어 개발 및 공급업
쉬모스랩,중소기업,시스템 소프트웨어 개발 및 공급업
유아이엠디,중소기업,시스템 소프트웨어 개발 및 공급업
에이스웍스코리아,스타트업,그 외 자동차용 신품 부품 제조업
에이스웍스코리아,중소기업,그 외 자동차용 신품 부품 제조업
에이스웍스코리아,주식회사,그 외 자동차용 신품 부품 제조업
에이스웍스코리아,연구소,그 외 자동차용 신품 부품 제조업
에이스웍스코리아,병역특례 인증업체,그 외 자동차용 신품 부품 제조업
에이스웍스코리아,수출입 기업,그 외 자동차용 신품 부품 제조업
더아머베어러,중소기업,"화물운송 중개, 대리 및 관련 서비스업"
혜성테크윈,중소기업,유선 통신장비 제조업
혜성테크윈,주식회사,유선 통신장비 제조업
몬드리안에이아이,중소기업,시스템 소프트웨어 개발 및 공급업
몬드리안에이아이,주식회사,시스템 소프트웨어 개발 및 공급업
몬드리안에이아이,연구소,시스템 소프트웨어 개발 및 공급업
몬드리안에이아이,병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
리브스메드,"",""
페이타랩,스타트업,시스템 소프트웨어 개발 및 공급업
페이타랩,중소기업,시스템 소프트웨어 개발 및 공급업
페이타랩,주식회사,시스템 소프트웨어 개발 및 공급업
페이타랩,병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
이너버스,스타트업,시스템 소프트웨어 개발 및 공급업
이너버스,중소기업,시스템 소프트웨어 개발 및 공급업
이너버스,주식회사,시스템 소프트웨어 개발 및 공급업
헬스커넥트,중소기업,응용 소프트웨어 개발 및 공급업
헬스커넥트,외부감사법인,응용 소프트웨어 개발 및 공급업
인크로스,대기업,광고 대행업
인크로스,코스닥,광고 대행업
인크로스,주식회사,광고 대행업
원익피앤이,중견기업,그 외 기타 특수목적용 기계 제조업
원익피앤이,코스닥,그 외 기타 특수목적용 기계 제조업
엘리스그룹,중소기업,""
엘리스그룹,주식회사,""
엘리스그룹,병역특례 인증업체,""
누리인포스,"",응용 소프트웨어 개발 및 공급업
링네트,"",컴퓨터시스템 통합 자문 및 구축 서비스업
한국전자인증,"",시스템 소프트웨어 개발 및 공급업
디지털포토,스타트업,""
디지털포토,중소기업,""
디지털포토,주식회사,""
한국결제네트웍스,중소기업,응용 소프트웨어 개발 및 공급업
한국결제네트웍스,유한회사,응용 소프트웨어 개발 및 공급업
폴라리스쓰리디,중소기업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
폴라리스쓰리디,주식회사,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
알에프텍,수출입 기업,기타 무선 통신장비 제조업
폴라리스쓰리디,병역특례 인증업체,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
나무기술,중소기업,응용 소프트웨어 개발 및 공급업
나무기술,코스닥,응용 소프트웨어 개발 및 공급업
디에스앤지,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업"
디에스앤지,주식회사,"컴퓨터 및 주변장치, 소프트웨어 도매업"
