posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
AWS,DevOps/시스템 엔지니어,11,10,12,과장,10년+,2025-09,2025-09-08,1,1
Clang,인공지능/머신러닝,5,3,20,대리,3-5년,2025-09,2025-09-09,1,1
C#,SW/솔루션,5,4,6,대리,3-5년,2025-08,2025-08-25,1,1
Git,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-12,1,1
AWS,DevOps/시스템 엔지니어,5,3,6,대리,3-5년,2025-08,2025-08-13,1,0.5
ethernet,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-11,1,1
TensorFlow,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-12,1,0.25
C++,기술지원,7,6,10,과장,5-10년,2025-08,2025-08-17,1,1
Confluence,iOS 개발자,16,15,20,부장,10년+,2025-08,2025-08-18,1,0.5
Linux,프론트엔드 개발자,5,3,13,대리,3-5년,2025-08,2025-08-16,1,1
AWS,HW/임베디드,16,15,20,부장,10년+,2025-08,2025-08-19,1,0.5
Ccna,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-20,1,0.5
TypeScript,프론트엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-21,1,1
C#,SW/솔루션,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
Autocad,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,1
Linux,SW/솔루션,1,1,1,사원,1-3년,2025-08,2025-08-22,1,0.2
Vue.js,웹퍼블리셔,0,0,0,신입,신입,2025-09,2025-09-01,1,1
Embedded,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-26,1,1
PyTorch,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-27,1,1
Python,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
PostgreSQL,인공지능/머신러닝,9,7,15,과장,5-10년,2025-08,2025-08-29,1,1
AWS,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-01,1,1
Node.js,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-01,2,1.5
SpringBoot,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-09,2025-09-02,1,1
C#,SW/솔루션,9,8,10,과장,5-10년,2025-09,2025-09-03,1,1
PostgreSQL,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-04,1,1
PHP,프론트엔드 개발자,3,2,3,사원,1-3년,2025-09,2025-09-03,1,1
AWS,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-09,2025-09-03,1,0.5
Kotlin,서버/백엔드 개발자,10,8,20,과장,5-10년,2025-09,2025-09-04,1,1
MachineLearning,인공지능/머신러닝,6,4,7,대리,5-10년,2025-09,2025-09-07,1,0.25
ASP.NET,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
TensorFlow,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
Linux,SW/솔루션,5,3,12,대리,3-5년,2025-09,2025-09-08,1,0.3333333333333333
SpringBoot,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-08,1,1
SpringBoot,기술지원,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.5
Python,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-11,1,1
Java,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-16,1,1
C#,SW/솔루션,9,7,20,과장,5-10년,2025-08,2025-08-12,1,1
MachineLearning,프론트엔드 개발자,9,8,12,과장,5-10년,2025-08,2025-08-15,1,0.5
Git,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-16,1,1
Pads,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-18,1,1
Python,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
Python,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-23,1,1
NoSql,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-22,2,2
Prometheus,DevOps/시스템 엔지니어,3,1,18,사원,1-3년,2025-08,2025-08-25,1,1
Confluence,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-25,1,1
MySQL,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-27,1,0.5
pytest,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-27,1,1
Figma,개발 PM,9,7,10,과장,5-10년,2025-08,2025-08-31,1,0.5
Python,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-29,1,1
Orcad,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,2,2
Docker,SW/솔루션,2,1,6,사원,1-3년,2025-09,2025-09-01,1,0.5
Recoil,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-01,1,1
MongoDB,서버/백엔드 개발자,6,4,15,대리,5-10년,2025-09,2025-09-03,1,1
TypeScript,프론트엔드 개발자,6,4,20,대리,5-10년,2025-09,2025-09-03,1,1
GitLab,DevOps/시스템 엔지니어,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
FW,SW/솔루션,11,9,12,과장,10년+,2025-09,2025-09-06,1,1
Oracle,DBA,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
C,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
Druid,SW/솔루션,11,10,14,과장,10년+,2025-08,2025-08-19,1,1
PHP,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-12,1,0.5
Jira,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-14,1,0.25
React,웹 풀스택 개발자,7,5,15,과장,5-10년,2025-08,2025-08-13,1,0.5
Objective-C,iOS 개발자,7,6,10,과장,5-10년,2025-08,2025-08-16,1,1
Jira,SW/솔루션,11,10,15,과장,10년+,2025-08,2025-08-18,1,1
Python,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-16,1,0.5
C++,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,2,2
Webpack,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
C,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
GitHub,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
Kubernetes,빅데이터 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-20,1,1
MySQL,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-22,1,1
AWS,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-22,1,1
AzureDevOps,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
GitLab,DevOps/시스템 엔지니어,6,4,12,대리,5-10년,2025-08,2025-08-21,1,1
Terraform,DevOps/시스템 엔지니어,6,4,12,대리,5-10년,2025-08,2025-08-21,1,1
C++,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-26,1,0.5
PyTorch,SW/솔루션,5,4,6,대리,3-5년,2025-08,2025-08-25,1,0.5
SW,SW/솔루션,13,11,20,차장,10년+,2025-08,2025-08-24,1,0.3333333333333333
C++,인공지능/머신러닝,7,5,15,과장,5-10년,2025-08,2025-08-23,1,0.5
C,HW/임베디드,2,1,3,사원,1-3년,2025-08,2025-08-24,2,2
Prettier,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
ReactRouter,SW/솔루션,9,8,10,과장,5-10년,2025-08,2025-08-27,1,1
JavaScript,프론트엔드 개발자,14,13,15,차장,10년+,2025-08,2025-08-28,1,1
Python,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
SQL,인공지능/머신러닝,9,7,15,과장,5-10년,2025-08,2025-08-29,1,1
Jira,SW/솔루션,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
Golang,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
Spring,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-04,1,1
RTOS,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
C,SW/솔루션,3,1,7,사원,1-3년,2025-09,2025-09-04,1,1
NetBeansIDE,SW/솔루션,2,1,2,사원,1-3년,2025-09,2025-09-04,1,1
Zustand,프론트엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
Python,블록체인,5,3,10,대리,3-5년,2025-09,2025-09-05,1,1
MATLAB,HW/임베디드,7,5,12,과장,5-10년,2025-09,2025-09-07,2,2
Spring,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-11,1,1
OpenCV,SW/솔루션,6,4,15,대리,5-10년,2025-08,2025-08-11,1,1
RTOS,SW/솔루션,11,10,15,과장,10년+,2025-08,2025-08-18,1,1
RxJS,프론트엔드 개발자,5,4,8,대리,3-5년,2025-08,2025-08-16,1,1
SW,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-16,1,0.5
SpringBoot,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-08,2025-08-14,1,1
RedisCloud,개발 PM,11,10,15,과장,10년+,2025-08,2025-08-19,1,0.5
Python,블록체인,4,2,10,대리,3-5년,2025-08,2025-08-20,1,0.5
AWS,서버/백엔드 개발자,2,1,3,사원,1-3년,2025-08,2025-08-28,1,1
iOS,크로스플랫폼 앱개발자,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.3333333333333333
GitHub,빅데이터 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-19,1,1
MCU,HW/임베디드,5,3,15,대리,3-5년,2025-08,2025-08-21,1,1
PostgreSQL,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-21,2,2
GoogleAnalytics,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
NestJS,서버/백엔드 개발자,7,5,12,과장,5-10년,2025-08,2025-08-21,1,1
FirebaseHosting,크로스플랫폼 앱개발자,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
AndroidOS,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-01,1,1
Python,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-26,1,1
C,QA 엔지니어,4,3,7,대리,3-5년,2025-08,2025-08-22,1,1
Java8,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-26,2,2
AI/인공지능,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-26,1,1
Jira,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
DICOM,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-31,1,1
DB,DBA,6,5,10,대리,5-10년,2025-08,2025-08-31,1,1
NGINX,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
C#,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-04,1,0.5
JavaScript,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,2,2
Confluence,QA 엔지니어,3,1,10,사원,1-3년,2025-09,2025-09-05,1,1
AI/인공지능,인공지능/머신러닝,11,10,15,과장,10년+,2025-09,2025-09-06,1,1
AWS,DevOps/시스템 엔지니어,8,7,9,과장,5-10년,2025-09,2025-09-08,1,1
DB,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-13,1,1
iOS,크로스플랫폼 앱개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,1
CiscoISE,HW/임베디드,4,2,5,대리,3-5년,2025-08,2025-08-14,1,1
Solidity,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-16,1,1
NGINX,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-08,2025-08-13,1,1
JsonAPI,SW/솔루션,14,13,15,차장,10년+,2025-08,2025-08-15,1,1
Java,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-19,1,1
QA,QA 엔지니어,7,6,10,과장,5-10년,2025-08,2025-08-16,1,1
Spring,서버/백엔드 개발자,12,11,15,과장,10년+,2025-08,2025-08-16,1,1
PHP,기술지원,8,7,9,과장,5-10년,2025-08,2025-08-12,1,1
Python,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-13,1,1
C++,HW/임베디드,8,6,15,과장,5-10년,2025-08,2025-08-13,1,1
FastAPI,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
NoSql,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-14,1,1
PHP,개발 PM,11,10,15,과장,10년+,2025-08,2025-08-19,1,0.5
C,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-18,1,0.5
TensorFlow,블록체인,4,2,10,대리,3-5년,2025-08,2025-08-20,1,0.5
Python,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-19,1,1
C,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
C#,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-25,1,1
Vite,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
C++,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-27,1,1
RESTAPI,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-31,1,1
MCU,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-30,1,1
Jira,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-01,1,1
Git,SW/솔루션,3,1,10,사원,1-3년,2025-09,2025-09-01,1,0.5
SW,정보보안 담당자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,0.5
WebSocket,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
AzureDevOps,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-09,2025-09-02,1,1
JavaScript,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-02,1,1
Dart,HW/임베디드,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
FastAPI,서버/백엔드 개발자,3,2,7,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
C,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
RESTAPI,DevOps/시스템 엔지니어,3,2,4,사원,1-3년,2025-09,2025-09-04,1,0.5
SW,HW/임베디드,3,1,20,사원,1-3년,2025-09,2025-09-05,1,1
FW,HW/임베디드,3,1,20,사원,1-3년,2025-09,2025-09-05,1,1
Perl,HW/임베디드,6,4,14,대리,5-10년,2025-09,2025-09-04,1,1
Node.js,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-06,1,0.25
RESTAPI,웹 풀스택 개발자,11,10,14,과장,10년+,2025-09,2025-09-04,1,0.5
Java,서버/백엔드 개발자,9,7,10,과장,5-10년,2025-09,2025-09-05,1,1
AndroidOS,기술지원,4,2,10,대리,3-5년,2025-09,2025-09-07,1,1
ABAP,SW/솔루션,11,10,15,과장,10년+,2025-09,2025-09-08,1,0.5
FastAPI,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-05,1,1
AmazonEC2,DevOps/시스템 엔지니어,8,7,9,과장,5-10년,2025-09,2025-09-08,1,1
GitHub,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-13,1,0.5
Docker,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-16,1,1
MariaDB,DBA,4,2,10,대리,3-5년,2025-08,2025-08-12,1,1
Kubernetes,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-11,1,1
JavaScript,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
Slack,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
Python,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-18,2,1
MariaDB,DevOps/시스템 엔지니어,6,4,7,대리,5-10년,2025-08,2025-08-18,1,1
Qt,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-20,1,1
HTML5,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
FortiGateNGFW,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-20,1,1
JavaScript,블록체인,7,6,10,과장,5-10년,2025-08,2025-08-22,1,0.5
NumPy,인공지능/머신러닝,2,1,5,사원,1-3년,2025-08,2025-08-22,1,0.5
WPF,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-22,2,2
HTML5,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-22,1,1
SQL,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
Shell,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-31,1,1
C++,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-01,1,1
Python,서버/백엔드 개발자,5,3,6,대리,3-5년,2025-09,2025-09-01,1,1
Java,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-02,1,1
React,프론트엔드 개발자,9,7,10,과장,5-10년,2025-09,2025-09-01,1,1
OpenResty,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Switch,DevOps/시스템 엔지니어,7,5,13,과장,5-10년,2025-09,2025-09-01,1,0.5
DaggerHilt,안드로이드 개발자,4,2,10,대리,3-5년,2025-09,2025-09-02,1,1
Orcad,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-02,1,1
DeepLearning,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,1,0.3333333333333333
Django,서버/백엔드 개발자,3,2,7,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
Git,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-04,1,1
Jenkins,서버/백엔드 개발자,10,8,15,과장,5-10년,2025-09,2025-09-04,1,1
Coroutine,안드로이드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-04,1,0.2
C#,HW/임베디드,7,5,8,과장,5-10년,2025-09,2025-09-08,1,0.5
React,SW/솔루션,3,1,4,사원,1-3년,2025-09,2025-09-08,1,1
DeepLearning,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-09,1,0.5
SW,SW/솔루션,11,10,15,과장,10년+,2025-08,2025-08-18,1,1
SW,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-15,1,1
Network,정보보안 담당자,6,5,10,대리,5-10년,2025-08,2025-08-20,1,1
PostgreSQL,기술지원,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
Orcad,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,2,1.5
SQL,DBA,7,5,15,과장,5-10년,2025-08,2025-08-23,1,1
MongoDB,DBA,7,5,15,과장,5-10년,2025-08,2025-08-23,1,1
C,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-25,1,1
Newman,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-30,1,0.5
OpenCV,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-28,1,0.5
Kubernetes,DevOps/시스템 엔지니어,12,11,15,과장,10년+,2025-09,2025-09-01,1,1
Docker,인공지능/머신러닝,9,7,15,과장,5-10년,2025-08,2025-08-29,1,1
AI/인공지능,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-30,1,0.5
MCU,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
MySQL,DBA,9,7,20,과장,5-10년,2025-09,2025-09-01,1,1
CSS3,SW/솔루션,7,6,8,과장,5-10년,2025-09,2025-09-01,2,2
Kotlin,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-29,1,1
Kubernetes,DevOps/시스템 엔지니어,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
MicrosoftIIS,기술지원,7,5,15,과장,5-10년,2025-09,2025-09-06,1,1
Java,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-06,1,1
Docker,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-01,1,1
L4,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
AWS,서버/백엔드 개발자,6,4,15,대리,5-10년,2025-09,2025-09-03,1,1
Linux,SW/솔루션,2,1,2,사원,1-3년,2025-09,2025-09-04,1,1
Jest,프론트엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
VPN,DevOps/시스템 엔지니어,6,4,20,대리,5-10년,2025-09,2025-09-08,1,1
FPGA,HW/임베디드,10,8,17,과장,5-10년,2025-09,2025-09-08,1,0.5
C#,SW/솔루션,9,8,10,과장,5-10년,2025-09,2025-09-08,1,1
MySQL,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
labview,SW/솔루션,6,4,15,대리,5-10년,2025-08,2025-08-11,1,1
SW,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-12,1,1
Git,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-08,2025-08-16,1,1
Python,빅데이터 엔지니어,7,5,20,과장,5-10년,2025-08,2025-08-12,1,1
RTOS,SW/솔루션,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
FW,정보보안 담당자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
C++,HW/임베디드,7,5,8,과장,5-10년,2025-08,2025-08-20,1,1
Linux,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-26,1,0.5
JavaScript,SW/솔루션,16,15,20,부장,10년+,2025-08,2025-08-22,1,1
AI/인공지능,SW/솔루션,8,7,9,과장,5-10년,2025-08,2025-08-25,1,0.5
FPGA,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
MySQL,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-25,1,1
DB,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-25,1,1
GitUI,웹 풀스택 개발자,3,1,10,사원,1-3년,2025-08,2025-08-26,1,0.5
AzureDevOps,정보보안 담당자,4,2,10,대리,3-5년,2025-08,2025-08-27,1,1
SpringBoot,서버/백엔드 개발자,16,15,20,부장,10년+,2025-09,2025-09-02,1,1
HeadlessUI,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
SQL,빅데이터 엔지니어,6,5,7,대리,5-10년,2025-08,2025-08-31,1,1
PyTorch,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-29,1,1
C++,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,2,1.3333333333333333
React,프론트엔드 개발자,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Linux,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
Kubernetes,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-04,1,1
Network,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-09,2025-09-04,2,1
Verilog,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-04,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-04,1,1
JavaScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-07,1,1
Confluence,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-08,1,1
FastAPI,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
AndroidOS,SW/솔루션,7,5,14,과장,5-10년,2025-08,2025-08-11,1,1
Laravel,서버/백엔드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
Sass,프론트엔드 개발자,5,4,8,대리,3-5년,2025-08,2025-08-16,1,1
Network,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-15,1,1
CSS3,프론트엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
Kotlin,서버/백엔드 개발자,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
Oracle,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-18,1,1
SpringBoot,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-18,1,1
CSS3,프론트엔드 개발자,4,2,20,대리,3-5년,2025-08,2025-08-20,1,1
Slack,서버/백엔드 개발자,2,1,3,사원,1-3년,2025-08,2025-08-28,1,1
Docker,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-19,1,1
Embedded,HW/임베디드,14,13,15,차장,10년+,2025-08,2025-08-20,1,1
DeepLearning,빅데이터 엔지니어,0,0,0,신입,신입,2025-08,2025-08-21,1,1
PyTorch,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
Grafana,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-22,1,0.5
Git,HW/임베디드,2,1,3,사원,1-3년,2025-08,2025-08-24,1,1
GitFlow,크로스플랫폼 앱개발자,7,5,20,과장,5-10년,2025-08,2025-08-25,2,2
Oracle,SW/솔루션,5,3,18,대리,3-5년,2025-08,2025-08-25,1,1
Git,인공지능/머신러닝,4,3,7,대리,3-5년,2025-09,2025-09-01,1,1
HTML5,프론트엔드 개발자,12,11,15,과장,10년+,2025-09,2025-09-01,1,1
HW,HW/임베디드,7,6,8,과장,5-10년,2025-08,2025-08-29,1,1
JavaScript,프론트엔드 개발자,8,6,9,과장,5-10년,2025-08,2025-08-29,2,2
ApacheSling,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-01,1,1
Snowflake,빅데이터 엔지니어,8,7,9,과장,5-10년,2025-08,2025-08-31,1,1
AI/인공지능,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-29,2,1.25
RTOS,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-07,1,1
ISMS,웹 풀스택 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,0.5
TCP/IP,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
AndroidSDK,안드로이드 개발자,0,0,0,신입,신입,2025-09,2025-09-03,2,2
Next.js,프론트엔드 개발자,6,4,20,대리,5-10년,2025-09,2025-09-03,1,1
RESTAPI,프론트엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-03,1,1
Selenium,QA 엔지니어,6,4,10,대리,5-10년,2025-09,2025-09-03,1,1
L4,SW/솔루션,5,3,15,대리,3-5년,2025-09,2025-09-04,1,0.5
RESTAPI,서버/백엔드 개발자,9,7,10,과장,5-10년,2025-09,2025-09-05,1,1
C++,SW/솔루션,7,5,8,과장,5-10년,2025-09,2025-09-06,1,1
FPGA,HW/임베디드,5,3,12,대리,3-5년,2025-09,2025-09-07,1,1
SpringBatch,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-07,1,1
Embedded,HW/임베디드,11,9,12,과장,10년+,2025-09,2025-09-08,1,0.5
Redis,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
TypeScript,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-12,1,1
SW,SW/솔루션,8,6,20,과장,5-10년,2025-08,2025-08-17,1,1
C++,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-15,1,1
Vue.js,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-11,1,1
C,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-11,1,1
MachineLearning,인공지능/머신러닝,5,3,15,대리,3-5년,2025-08,2025-08-11,1,1
AWS,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-12,1,1
