posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
Python,정보보안 담당자,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
Pulumi,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-01,1,1
React,프론트엔드 개발자,6,4,10,대리,5-10년,2025-09,2025-09-02,2,2
MySQL,서버/백엔드 개발자,10,8,20,과장,5-10년,2025-09,2025-09-04,1,1
RedHatOpenShift,서버/백엔드 개발자,9,7,20,과장,5-10년,2025-09,2025-09-07,1,0.3333333333333333
Linear,인공지능/머신러닝,5,3,6,대리,3-5년,2025-09,2025-09-06,1,1
MachineLearning,인공지능/머신러닝,2,1,3,사원,1-3년,2025-09,2025-09-07,1,0.25
AWS,DevOps/시스템 엔지니어,6,4,20,대리,5-10년,2025-09,2025-09-08,1,1
HTML5,프론트엔드 개발자,5,4,6,대리,3-5년,2025-09,2025-09-05,1,1
ARM,HW/임베디드,5,3,15,대리,3-5년,2025-09,2025-09-06,1,1
Mybatis,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
FW,HW/임베디드,9,8,10,과장,5-10년,2025-08,2025-08-14,2,2
PostgreSQL,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
WebSocket,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-15,1,1
OpenCV,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
Pads,HW/임베디드,6,4,10,대리,5-10년,2025-08,2025-08-20,1,1
React,프론트엔드 개발자,8,6,12,과장,5-10년,2025-08,2025-08-19,1,1
PHP,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
NLP,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
NLP,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-26,1,1
Docker,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-22,1,1
Spring,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-08,2025-08-25,1,1
JavaScript,인공지능/머신러닝,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
C#,SW/솔루션,6,4,10,대리,5-10년,2025-08,2025-08-29,1,1
Figma,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-29,1,1
Linux,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-31,1,1
C,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,0.5
Python,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
FastAPI,서버/백엔드 개발자,6,5,6,대리,5-10년,2025-08,2025-08-31,1,1
MariaDB,DBA,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Network,SW/솔루션,11,9,15,과장,10년+,2025-09,2025-09-01,1,1
L7,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
GCP,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-01,1,1
AndroidOS,게임 클라이언트 개발자,5,3,10,대리,3-5년,2025-09,2025-09-02,1,0.5
L2,SW/솔루션,5,3,15,대리,3-5년,2025-09,2025-09-04,1,0.5
MachineLearning,빅데이터 엔지니어,2,1,3,사원,1-3년,2025-09,2025-09-04,1,0.5
Docker,인공지능/머신러닝,11,10,15,과장,10년+,2025-09,2025-09-09,1,1
MySQL,DBA,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
PowerBI,빅데이터 엔지니어,7,5,20,과장,5-10년,2025-09,2025-09-08,1,1
JavaScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-03,1,1
MongoDB,기술지원,8,7,9,과장,5-10년,2025-08,2025-08-12,1,1
Jenkins,QA 엔지니어,13,11,20,차장,10년+,2025-08,2025-08-13,1,1
Redis,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
TypeScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
Jira,DevOps/시스템 엔지니어,8,7,12,과장,5-10년,2025-08,2025-08-18,1,1
MongoDB,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-19,1,0.5
Java,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-21,1,1
TCP/IP,서버/백엔드 개발자,3,1,4,사원,1-3년,2025-08,2025-08-21,1,1
C,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-24,1,0.25
Linux,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-22,1,0.2
Java,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
TypeScript,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-25,1,1
SW,SW/솔루션,3,1,4,사원,1-3년,2025-08,2025-08-29,1,0.3333333333333333
React,프론트엔드 개발자,9,7,20,과장,5-10년,2025-08,2025-08-30,1,1
EmbeddedLinux,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-30,1,1
SQL,SW/솔루션,10,9,11,과장,5-10년,2025-09,2025-09-01,2,2
WPF,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-31,1,1
.NET,SW/솔루션,5,3,10,대리,3-5년,2025-09,2025-09-01,1,1
Oracle,SW/솔루션,3,2,7,사원,1-3년,2025-09,2025-09-03,1,1
AzureSecurityCenter,정보보안 담당자,5,3,6,대리,3-5년,2025-09,2025-09-04,1,0.5
AWS,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-09,2025-09-04,1,0.5
FW,HW/임베디드,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
SQL,블록체인,5,3,10,대리,3-5년,2025-09,2025-09-05,1,1
GitHub,인공지능/머신러닝,7,6,10,과장,5-10년,2025-09,2025-09-06,1,1
Etl,DBA,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
C#,SW/솔루션,3,1,4,사원,1-3년,2025-09,2025-09-08,1,1
Embedded,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
React,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-22,1,1
C++,iOS 개발자,5,3,10,대리,3-5년,2025-08,2025-08-11,1,0.5
3DRendering,기술지원,4,2,10,대리,3-5년,2025-08,2025-08-11,1,1
RDB,서버/백엔드 개발자,12,11,15,과장,10년+,2025-08,2025-08-16,1,1
MSSQL,DevOps/시스템 엔지니어,3,1,15,사원,1-3년,2025-08,2025-08-14,1,1
Oracle,DBA,5,3,15,대리,3-5년,2025-08,2025-08-14,1,1
C,DevOps/시스템 엔지니어,6,4,7,대리,5-10년,2025-08,2025-08-18,1,1
gRPC,SW/솔루션,3,2,7,사원,1-3년,2025-08,2025-08-20,2,1
Network,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-21,1,0.5
DeepLearning,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
QA,QA 엔지니어,7,6,10,과장,5-10년,2025-08,2025-08-22,1,1
AI/인공지능,SW/솔루션,5,4,6,대리,3-5년,2025-08,2025-08-25,1,0.5
Fusion360,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,1
Dart,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
AndroidOS,SW/솔루션,4,3,7,대리,3-5년,2025-08,2025-08-25,1,1
SW,HW/임베디드,5,3,6,대리,3-5년,2025-08,2025-08-27,1,1
WindowsServer,DevOps/시스템 엔지니어,2,1,2,사원,1-3년,2025-08,2025-08-30,1,1
GoLand,DevOps/시스템 엔지니어,12,11,15,과장,10년+,2025-09,2025-09-01,1,1
SW,SW/솔루션,11,10,15,과장,10년+,2025-09,2025-09-02,1,1
AWS,빅데이터 엔지니어,11,10,12,과장,10년+,2025-08,2025-08-31,1,1
Embedded,HW/임베디드,16,14,17,부장,10년+,2025-09,2025-09-02,1,1
FW,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-03,1,0.5
Git,HW/임베디드,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
PyTorch,SW/솔루션,3,1,10,사원,1-3년,2025-09,2025-09-03,1,0.5
Verilog,HW/임베디드,6,4,14,대리,5-10년,2025-09,2025-09-04,1,1
AndroidStudio,안드로이드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
FPGA,HW/임베디드,3,1,10,사원,1-3년,2025-09,2025-09-08,1,1
Vue.js,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-05,2,2
RESTAPI,서버/백엔드 개발자,11,10,15,과장,10년+,2025-09,2025-09-06,1,1
Java,기술지원,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.5
C++,SW/솔루션,5,3,13,대리,3-5년,2025-08,2025-08-17,1,1
Oracle,SW/솔루션,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
ASIC,인공지능/머신러닝,9,8,12,과장,5-10년,2025-08,2025-08-15,1,0.5
Git,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-15,1,1
iOS,iOS 개발자,16,15,20,부장,10년+,2025-08,2025-08-18,1,0.5
MariaDB,서버/백엔드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
PostgreSQL,DevOps/시스템 엔지니어,3,1,15,사원,1-3년,2025-08,2025-08-14,1,1
C,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-18,1,1
HTML5,프론트엔드 개발자,12,10,13,과장,10년+,2025-08,2025-08-18,1,1
CSS3,정보보안 담당자,5,3,10,대리,3-5년,2025-08,2025-08-19,1,1
MySQL,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-19,1,1
FastAPI,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
C,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-21,1,0.5
SpringFramework,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-25,1,0.5
Linux,SW/솔루션,11,10,14,과장,10년+,2025-08,2025-08-22,1,1
Redis,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
Network,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
MySQL,DBA,4,3,8,대리,3-5년,2025-08,2025-08-27,1,1
Python,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-27,1,1
Oracle,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-01,1,0.5
C,인공지능/머신러닝,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
ROS,인공지능/머신러닝,5,4,6,대리,3-5년,2025-08,2025-08-30,1,1
Docker,웹 풀스택 개발자,5,3,9,대리,3-5년,2025-08,2025-08-31,1,0.2
AmazonQuicksight,빅데이터 엔지니어,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Linear,서버/백엔드 개발자,10,8,15,과장,5-10년,2025-09,2025-09-01,1,1
FW,HW/임베디드,19,18,20,부장,10년+,2025-09,2025-09-02,1,1
SQL,HW/임베디드,11,10,14,과장,10년+,2025-09,2025-09-06,1,1
TensorFlow,인공지능/머신러닝,11,10,15,과장,10년+,2025-09,2025-09-09,1,1
Linux,SW/솔루션,7,5,14,과장,5-10년,2025-08,2025-08-11,1,1
SpringFramework,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
React,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-12,1,1
Python,SW/솔루션,9,7,20,과장,5-10년,2025-08,2025-08-12,1,1
TypeScript,프론트엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-14,1,1
Confluence,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-14,1,0.25
NoSql,DBA,11,10,14,과장,10년+,2025-08,2025-08-18,1,1
NoSql,DBA,16,15,20,부장,10년+,2025-08,2025-08-18,1,1
JavaScript,기술지원,4,2,10,대리,3-5년,2025-08,2025-08-15,1,1
BigData,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-15,1,1
ROS,SW/솔루션,7,5,14,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
C,SW/솔루션,7,5,14,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
JavaScript,기술지원,8,6,9,과장,5-10년,2025-08,2025-08-20,1,1
C,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-22,4,4
Linux,SW/솔루션,5,3,6,대리,3-5년,2025-08,2025-08-30,1,1
C#,SW/솔루션,16,15,20,부장,10년+,2025-08,2025-08-22,1,1
HTML5,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,1
JSP,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,0.5
Cisco,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-22,1,1
FPGA,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,0.5
FastAPI,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
C#,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-25,1,1
DeepLearning,SW/솔루션,2,1,3,사원,1-3년,2025-08,2025-08-25,1,1
Java,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-27,3,3
Linux,DBA,4,3,8,대리,3-5년,2025-08,2025-08-27,1,1
GCP,빅데이터 엔지니어,9,7,20,과장,5-10년,2025-08,2025-08-27,1,1
Docker,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-31,1,1
Linux,DevOps/시스템 엔지니어,2,1,2,사원,1-3년,2025-08,2025-08-30,1,1
Argo,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-09,2025-09-01,2,1.5
C++,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-07,1,1
Git,프론트엔드 개발자,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Hibernate,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-09,2025-09-01,1,1
SW,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,2,1.3333333333333333
Git,프론트엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-03,1,1
FPGA,HW/임베디드,6,5,7,대리,5-10년,2025-09,2025-09-08,1,1
Linux,정보보안 담당자,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.3333333333333333
Embedded,HW/임베디드,4,3,7,대리,3-5년,2025-08,2025-08-14,1,1
Dart,크로스플랫폼 앱개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,1
AWS,프론트엔드 개발자,5,4,8,대리,3-5년,2025-08,2025-08-16,1,1
Redux,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
TensorFlow,빅데이터 엔지니어,5,3,20,대리,3-5년,2025-08,2025-08-19,1,1
Ccnp,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-20,1,1
Verilog,HW/임베디드,6,5,7,대리,5-10년,2025-08,2025-08-21,1,1
FPGA,HW/임베디드,9,8,10,과장,5-10년,2025-08,2025-08-21,1,1
Linux,SW/솔루션,6,5,9,대리,5-10년,2025-08,2025-08-22,1,1
MSSQL,SW/솔루션,1,1,1,사원,1-3년,2025-08,2025-08-22,1,0.2
CSS3,크로스플랫폼 앱개발자,3,2,3,사원,1-3년,2025-09,2025-09-01,1,1
Python,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-22,1,1
Spring,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
macOS,iOS 개발자,2,1,5,사원,1-3년,2025-08,2025-08-27,1,0.5
PHP,프론트엔드 개발자,11,10,12,과장,10년+,2025-08,2025-08-28,1,1
SpringFramework,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
AWS,웹 풀스택 개발자,14,13,15,차장,10년+,2025-08,2025-08-31,1,0.2
AngularJS,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
Pulumi,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-01,1,1
L4,DevOps/시스템 엔지니어,7,5,13,과장,5-10년,2025-09,2025-09-01,1,0.5
MySQL,서버/백엔드 개발자,8,7,9,과장,5-10년,2025-09,2025-09-02,1,1
C,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-03,1,0.5
XML,SW/솔루션,5,3,10,대리,3-5년,2025-09,2025-09-02,1,1
GraphQL,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
Matplotlib,프론트엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-04,1,1
CISA,정보보안 담당자,9,7,10,과장,5-10년,2025-09,2025-09-04,1,0.5
AWS,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,2,2
Linux,SW/솔루션,3,1,7,사원,1-3년,2025-09,2025-09-04,1,1
Confluence,서버/백엔드 개발자,10,8,15,과장,5-10년,2025-09,2025-09-04,1,1
C++,SW/솔루션,3,2,4,사원,1-3년,2025-09,2025-09-08,1,1
VHDL,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-14,1,1
ScrapingBot,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-17,1,1
Vue.js,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-11,1,1
AzureDevOps,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-12,1,1
C++,SW/솔루션,3,1,15,사원,1-3년,2025-08,2025-08-12,1,0.5
Git,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,0.5
JavaScript,프론트엔드 개발자,12,11,15,과장,10년+,2025-08,2025-08-14,1,1
PyTorch,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-14,1,1
SpringBoot,서버/백엔드 개발자,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
AmazonRDS,서버/백엔드 개발자,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
C++,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-20,1,1
ApacheFlink,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-22,1,0.5
Prometheus,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
ERP,SW/솔루션,7,5,15,과장,5-10년,2025-08,2025-08-22,1,1
Next.js,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
AZURE,정보보안 담당자,4,2,10,대리,3-5년,2025-08,2025-08-27,1,1
AI/인공지능,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-27,1,1
Docker,서버/백엔드 개발자,11,10,14,과장,10년+,2025-09,2025-09-02,1,1
Python,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-03,2,1.25
MSSQL,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-06,1,1
HW,HW/임베디드,7,6,10,과장,5-10년,2025-09,2025-09-01,1,1
MariaDB,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-02,1,1
Postman,QA 엔지니어,7,6,7,과장,5-10년,2025-09,2025-09-02,1,1
Keras,블록체인,4,3,5,대리,3-5년,2025-09,2025-09-02,1,0.5
labview,HW/임베디드,7,6,10,과장,5-10년,2025-09,2025-09-08,1,1
MCU,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-08,1,1
HW,HW/임베디드,17,16,20,부장,10년+,2025-09,2025-09-08,2,2
FPGA,HW/임베디드,17,16,20,부장,10년+,2025-09,2025-09-08,1,1
DeepLearning,인공지능/머신러닝,6,4,7,대리,5-10년,2025-09,2025-09-07,1,0.25
AWS,프론트엔드 개발자,4,2,10,대리,3-5년,2025-09,2025-09-06,1,1
RESTAPI,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
WPF,SW/솔루션,4,2,5,대리,3-5년,2025-09,2025-09-09,1,0.5
C#,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-09,2,1.5
AWS,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
Node.js,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-12,1,1
Spring,웹 풀스택 개발자,7,5,15,과장,5-10년,2025-08,2025-08-13,1,0.5
Linux,DevOps/시스템 엔지니어,5,3,12,대리,3-5년,2025-08,2025-08-16,1,1
Docker,서버/백엔드 개발자,6,4,13,대리,5-10년,2025-08,2025-08-18,1,0.5
Git,SW/솔루션,7,5,14,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
Scala,DevOps/시스템 엔지니어,7,5,20,과장,5-10년,2025-08,2025-08-20,1,1
Python,빅데이터 엔지니어,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
Router,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-24,1,0.25
Zephyr,HW/임베디드,2,1,3,사원,1-3년,2025-08,2025-08-24,1,1
.NET,SW/솔루션,5,3,18,대리,3-5년,2025-08,2025-08-25,1,1
ReactRouter,SW/솔루션,3,2,4,사원,1-3년,2025-08,2025-08-27,1,1
Groovy,웹 풀스택 개발자,7,5,20,과장,5-10년,2025-08,2025-08-30,1,0.25
FPGA,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-28,1,1
Kubernetes,인공지능/머신러닝,4,3,7,대리,3-5년,2025-09,2025-09-01,1,1
AzureSQLDatabase,DBA,14,13,15,차장,10년+,2025-09,2025-09-01,2,2
Flask,서버/백엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Python,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-01,1,1
MariaDB,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-09,2025-09-01,1,1
Switch,기술지원,11,10,15,과장,10년+,2025-09,2025-09-01,1,0.5
Vue.js,프론트엔드 개발자,3,2,3,사원,1-3년,2025-09,2025-09-03,1,1
.NET,SW/솔루션,13,11,20,차장,10년+,2025-09,2025-09-04,1,0.5
Java,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-04,1,1
Kafka,서버/백엔드 개발자,10,8,20,과장,5-10년,2025-09,2025-09-04,1,1
TypeScript,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-06,1,0.25
Vue.js,프론트엔드 개발자,11,10,15,과장,10년+,2025-09,2025-09-07,1,1
Confluence,SW/솔루션,9,7,20,과장,5-10년,2025-09,2025-09-05,1,1
NestJS,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-08,1,1
Java,서버/백엔드 개발자,12,10,20,과장,10년+,2025-09,2025-09-06,1,0.5
C#,HW/임베디드,11,9,12,과장,10년+,2025-09,2025-09-08,1,0.5
OpenGL,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-08,1,1
MySQL,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
Java,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,1
HW,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-19,2,1
C++,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-12,2,1.3333333333333333
MSSQL,DevOps/시스템 엔지니어,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
PyTorch,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-18,2,1
C,SW/솔루션,3,1,10,사원,1-3년,2025-08,2025-08-18,1,0.5
HW,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-19,1,0.5
React,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-19,1,1
C++,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-19,1,1
MySQL,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-19,1,0.5
Ccnp,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-20,1,0.5
NoSql,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-23,1,1
TypeScript,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-21,1,1
Java,SW/솔루션,5,3,6,대리,3-5년,2025-08,2025-08-30,1,1
Network,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-24,1,0.25
Node.js,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
SpringBoot,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-25,1,1
AmazonEC2,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
Linux,웹 풀스택 개발자,2,1,3,사원,1-3년,2025-08,2025-08-27,1,0.3333333333333333
Linux,기술지원,4,3,5,대리,3-5년,2025-08,2025-08-29,1,1
MSSQL,기술지원,2,1,3,사원,1-3년,2025-08,2025-08-29,1,0.5
TCP/IP,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
OpenCV,SW/솔루션,6,5,7,대리,5-10년,2025-09,2025-09-03,1,1
AWS,서버/백엔드 개발자,3,2,7,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
EDA,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-04,1,1
Git,iOS 개발자,4,2,20,대리,3-5년,2025-09,2025-09-04,1,0.5
GitHub,웹 풀스택 개발자,6,5,9,대리,5-10년,2025-09,2025-09-04,1,0.5
FPGA,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-08,1,1
Embedded,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-06,1,0.5
Python,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
JSP,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
TypeScript,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-09,1,1
RTOS,SW/솔루션,9,8,12,과장,5-10년,2025-08,2025-08-13,1,1
C++,HW/임베디드,3,1,8,사원,1-3년,2025-08,2025-08-15,1,1
Supabase,프론트엔드 개발자,12,11,15,과장,10년+,2025-08,2025-08-18,1,1
Java,DevOps/시스템 엔지니어,6,4,7,대리,5-10년,2025-08,2025-08-18,1,1
Django,서버/백엔드 개발자,8,6,12,과장,5-10년,2025-08,2025-08-19,1,1
Docker,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
SW,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-22,2,2
Docker,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-21,1,1
SemanticUIReact,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
Linux,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-22,3,3
C,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,0.5
Docker,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
Java,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-27,1,0.5
ApacheTomcat,웹 풀스택 개발자,2,1,3,사원,1-3년,2025-08,2025-08-27,1,0.3333333333333333
Jenkins,서버/백엔드 개발자,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
C,인공지능/머신러닝,3,1,20,사원,1-3년,2025-08,2025-08-28,1,1
NGINX,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
Python,기술지원,3,2,4,사원,1-3년,2025-08,2025-08-29,1,1
Figma,웹 풀스택 개발자,5,3,10,대리,3-5년,2025-08,2025-08-31,1,0.5
SW,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-01,1,1
