company_name,company_bookmarks_total,company_views_monthly,company_view_increase_rate_monthly,company_bookmarks_monthly,company_bookmark_increase_rate_monthly,company_keyword_search_count_monthly,company_keyword_search_increase_rate_monthly,company_keywords_saramin,founded_date,company_type,revenue,industry,ceo_name,homepage_url,business_description,address,company_benefits_json,employees_total,employees_timeseries_json,company_url_saramin,saramin_company_collection_time
(주)비욘드테크,399,170,1,1,,38,,"[''역세권 기업'', ''100억매출★중소기업'', ''경조사 챙겨주는 기업'', ''휴식시간 필요해요'', ''직원대출제도 운영기업'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''자기계발비 지원 기업'', ''일하기 좋은in서울'', ''초봉 알짜기업'', ''연구가 좋아요~'']",2000년 01월 27일,"중소기업, 주식회사, 외부감사법인, 연구소, 병역특례 인증업체, 수출입 기업","371억 1,089만원","컴퓨터 및 주변장치, 소프트웨어 도매업",박건영,http://www.beyondtech.co.kr,"컴퓨터주변기기 도소매,제조,렌탈/전화기 도소매,전자상거래,통신판매/소프트웨어 개발/서적 출판/부동산 임대","서울 금천구 가산디지털1로 165, 301호-305호 (가산동,가산비지니스센터)
지도보기","{''지원금/보험'': [''건강검진'', ''직원대출제도'', ''각종 경조사 지원'', ''헬스비 지급''], ''급여제도'': [''장기근속자 포상'', ''우수사원포상'', ''4대 보험''], ''선물'': [''장기근속 선물''], ''교육/생활'': [''자기계발비 지원'', ''사내동호회 운영''], ''근무 환경'': [''휴게실'', ''회의실'', ''사내 정원'']}",44,"{''total'': [53, 56, 54, 55, 55, 53, 51, 45, 47, 47, 50, 51, 51, 50, 50, 50, 49, 46, 45, 46, 43, 43, 42, 44], ''hired'': [3, 3, 1, 2, 1, 0, 1, 1, 4, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2], ''left'': [0, 3, 1, 1, 2, 3, 7, 2, 0, 0, 0, 0, 1, 1, 0, 1, 3, 1, 0, 4, 0, 2, 0, 0], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 3, -2, 1, 0, -2, -2, -6, 2, 0, 3, 1, 0, -1, 0, 0, -1, -3, -1, 1, -3, 0, -1, 2]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=U0NZZWhQREU2cldKWnhyb3JVNkN1UT09&popup_yn=y,2025-09-14 23:11:04.446106+00
(주)토모큐브,603,889,,15,,255,1,"[''시리즈C 투자유치'', ''코스닥 상장 기업'', ''슬기로운 육아휴직기업'', ''집 고민 덜어주는!'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''스타트업의 매력★'', ''채용중인 코스닥 기업'', ''배부른 퇴근길'', ''Refresh 휴가'', ''제조화학업종★스타트업'', ''월급을 사수하자!'', ''경조사 챙겨주는 기업'', ''야근 눈치 보지마요'', ''휴식시간 필요해요'', ''상장된 중소기업'', ''나의 커리어 첫 시작'', ''자기계발비 지원 기업'', ''플레이샵 지원 기업!'', ''코스닥 상장기업@대전'', ''미래가치! 코스닥상장'', ''초임3천5백↑스타트업'', ''채용중★스타트업'']",2015년 08월 24일,"스타트업, 중소기업, 코스닥, 주식회사, 외부감사법인, 병역특례 인증업체, 수출입 기업","",기타 광학기기 제조업,박용근,http://www.tomocube.com/,"광학기기(홀로토모그래피 HT-X1, HT-2H) 제조","대전 유성구 죽동로 141, 2층
지도보기","{''지원금/보험'': [''각종 경조사 지원''], ''급여제도'': [''퇴직연금'', ''인센티브제'', ''스톡옵션'', ''퇴직금'', ''휴일(특근)수당'', ''4대 보험''], ''선물'': [''생일선물/파티'', ''결혼기념일선물'', ''생일자 조기퇴근''], ''교육/생활'': [''워크샵'', ''플레이샵'', ''신규 입사자 교육(OJT)'', ''교육비 지원'', ''자기계발비 지원'', ''저녁식사 제공'', ''간식 제공'', ''식비 지원'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실''], ''조직문화'': [''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용'', ''님/닉네임 문화''], ''출퇴근'': [''차량유류비지급'', ''탄력근무제'', ''주거비 지원''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'', ''Refresh휴가'', ''근로자의 날 휴무'', ''산전 후 휴가'', ''육아휴직'']}",,"",https://www.saramin.co.kr/zf_user/company-info/view?csn=Z3VpejVCTDZSQm84QTlVc3hlSEFQQT09&popup_yn=y,2025-09-14 23:12:00.929303+00
(주)피플앤드테크놀러지,326,652,,12,,85,4,"[''시리즈C 투자유치'', ''역세권 기업'', ''강소기업'', ''대세는 문화 회식!'', ''슬기로운 육아휴직기업'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''야근 멈춰!'', ''경조사 챙겨주는 기업'', ''야근 눈치 보지마요'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''회식 멈춰!'']",2013년 11월 14일,"중소기업, 주식회사, 외부감사법인","70억 8,821만원",응용 소프트웨어 개발 및 공급업,홍성표,http://www.pntbiz.com,"소프트웨어 개발,공급/방송장비,유무선통신장비,의료용기기 제조,도소매/정보통신공사/부동산 전대","서울 강남구 삼성로95길 27, 2층, 5층 (삼성동,영창빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원''], ''급여제도'': [''퇴직금'', ''4대 보험''], ''선물'': [''생일선물/파티'', ''생일자 조기퇴근''], ''교육/생활'': [''직무능력향상교육'', ''도서구입비지원'', ''간식 제공'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실'', ''회의실'', ''노트북'', ''사무용품 지급''], ''조직문화'': [''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용'', ''문화 회식''], ''리프레시'': [''연차'', ''반차'', ''근로자의 날 휴무'', ''산전 후 휴가'']}",100,"{''total'': [109, 107, 108, 109, 106, 106, 105, 107, 107, 100, 91, 89, 90, 89, 88, 92, 96, 92, 96, 95, 94, 95, 96, 100], ''hired'': [9, 1, 4, 5, 2, 3, 3, 3, 2, 0, 1, 3, 2, 1, 2, 6, 4, 4, 4, 2, 1, 3, 1, 5], ''left'': [3, 3, 4, 5, 3, 4, 1, 2, 7, 10, 5, 1, 2, 3, 2, 0, 8, 0, 3, 2, 2, 0, 1, 3], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -2, 1, 1, -3, 0, -1, 2, 0, -7, -9, -2, 1, -1, -1, 4, 4, -4, 4, -1, -1, 1, 1, 4]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=SlhEcDcxck4yRktRVEZ5NnRLUTlUdz09&popup_yn=y,2025-09-14 23:12:53.203465+00
(주)제이엔에스,434,275,,6,,80,,"[''집 고민 덜어주는!'', ''자유 복장 기업 모음'', ''포상휴가를 주는 기업'', ''명절선물/귀향비'', ''배부른 퇴근길'', ''Refresh 휴가'', ''월급을 사수하자!'', ''喜怒哀樂 함께해요!'', ''구내식당 복지 기업!'', ''경조사 챙겨주는 기업'', ''월급+보너스=행복2배'', ''휴식시간 필요해요'', ''업무도 식후경'', ''직원대출제도 운영기업'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''자기계발비 지원 기업'', ''플레이샵 지원 기업!'', ''회식 멈춰!'', ''주차 고민은 끝!'', ''장기근속수당제공 기업'']",2002년 05월 08일,"중소기업, 주식회사, 외부감사법인, 수출입 기업",70억 99만원,반도체 제조용 기계 제조업,이종관,http://www.jns2002.co.kr,"반도체,전기기계장치설비,생산자동화장비 제조,도매","경기 화성시 향남읍 토성로 260
지도보기","{''지원금/보험'': [''건강검진'', ''직원대출제도'', ''각종 경조사 지원'', ''체력단련실운영'', ''자녀학자금''], ''급여제도'': [''퇴직연금'', ''인센티브제'', ''상여금'', ''장기근속자 포상'', ''우수사원포상'', ''퇴직금'', ''야근수당'', ''휴일(특근)수당'', ''연차수당'', ''장기근속수당'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''창립일선물지급'', ''생일선물/파티'', ''결혼기념일선물''], ''교육/생활'': [''창립일행사'', ''우수사원시상식'', ''워크샵'', ''플레이샵'', ''직무능력향상교육'', ''도서구입비지원'', ''교육비 지원'', ''자기계발비 지원'', ''구내식당(사원식당)'', ''점심식사 제공'', ''저녁식사 제공'', ''사우회(경조사회)'', ''아침식사 제공'', ''식비 지원'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실'', ''회의실'', ''노트북'', ''사원증'', ''사무용품 지급''], ''조직문화'': [''회식강요 안함'', ''자유복장''], ''출퇴근'': [''기숙사 운영'', ''차량유류비지급'', ''야간교통비지급'', ''주차장제공'', ''회사차량 있음''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'', ''Refresh휴가'', ''근로자의 날 휴무'', ''포상휴가'']}",45,"{''total'': [44, 45, 44, 44, 47, 48, 45, 43, 42, 41, 40, 39, 39, 37, 39, 40, 41, 41, 40, 41, 41, 40, 43, 45], ''hired'': [0, 1, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 1, 0, 0, 3, 0, 1, 3, 2], ''left'': [0, 2, 2, 0, 0, 3, 2, 1, 1, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 0, 2, 0, 0, 0], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 1, -1, 0, 3, 1, -3, -2, -1, -1, -1, -1, 0, -2, 2, 1, 1, 0, -1, 1, 0, -1, 3, 2]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=bkFWOFpvZWxUZ1k0OUdYZkhBMUxPQT09&popup_yn=y,2025-09-14 23:13:03.373048+00
펜타시큐리티(주),1.1,1255,,15,,160,,"[''역세권 기업'', ''출산의 기쁨을 함께'', ''사내 카페 보유 기업'', ''슬기로운 육아휴직기업'', ''100억매출★중소기업'', ''문화생활을 즐기자'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''휴가비 지원 기업'', ''야근 멈춰!'', ''명절선물/귀향비'', ''외국어교육지원 기업!'', ''웰컴키트 지급 기업'', ''외국어 교육 지원!'', ''경조사 챙겨주는 기업'', ''커피는 회사가 쏜다'', ''야근 눈치 보지마요'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''자기계발비 지원 기업'', ''일하기 좋은in서울'', ''콘도/리조트 지원기업'', ''회식 멈춰!'']",1997년 07월 21일,"중소기업, 주식회사, 외부감사법인, 병역특례 인증업체, 수출입 기업",378억 293만원,시스템 소프트웨어 개발 및 공급업,김태균,http://www.pentasecurity.co.kr,"소프트웨어 개발,공급/인문,사회과학 연구개발/보안장비 제조/컴퓨터기기 도소매,전자상거래","서울 영등포구 여의공원로 115, 8층, 9층 (여의도동,세우빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''문화생활비''], ''급여제도'': [''퇴직연금'', ''퇴직금'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''임신/출산 선물'', ''웰컴키트 지급'', ''장기근속 선물''], ''교육/생활'': [''창립일행사'', ''워크샵'', ''도서구입비지원'', ''외국어 교육 지원'', ''교육비 지원'', ''자기계발비 지원'', ''간식 제공'', ''음료제공(차, 커피)'', ''컨퍼런스 개최''], ''근무 환경'': [''휴게실'', ''회의실'', ''공기청정기'', ''카페테리아'', ''노트북'', ''사원증'', ''콘도/리조트 이용권'', ''사무용품 지급'', ''안마실/안마의자''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''리프레시'': [''연차'', ''반차'', ''근로자의 날 휴무'', ''휴가비지원'', ''산전 후 휴가'', ''육아휴직'', ''휴양시설 제공'']}",245,"{''total'': [191, 192, 191, 230, 232, 231, 237, 236, 236, 234, 231, 236, 239, 242, 239, 237, 238, 242, 244, 247, 247, 243, 238, 245], ''hired'': [7, 4, 3, 41, 5, 1, 9, 3, 4, 4, 3, 8, 4, 10, 3, 1, 4, 5, 4, 3, 1, 5, 3, 9], ''left'': [3, 4, 2, 3, 2, 3, 4, 4, 6, 6, 3, 1, 7, 6, 3, 3, 1, 2, 0, 1, 9, 8, 2, 4], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 1, -1, 39, 2, -1, 6, -1, 0, -2, -3, 5, 3, 3, -3, -2, 1, 4, 2, 3, 0, -4, -5, 7]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09&popup_yn=y,2025-09-14 23:14:01.326812+00
(주)린컴퍼니,2,1063,,22,,132,,"[''역세권 기업'', ''사내 카페 보유 기업'', ''슬기로운 육아휴직기업'', ''간식제공 복지 기업!'', ''편의시설이 아닌 인권'', ''자유 복장 기업 모음'', ''야근 멈춰!'', ''명절선물/귀향비'', ''월급을 사수하자!'', ''구내식당 복지 기업!'', ''경조사 챙겨주는 기업'', ''커피는 회사가 쏜다'', ''야근 눈치 보지마요'', ''업무도 식후경'', ''직원 건강이 우선!'', ''회식 멈춰!'']",1998년 11월 26일,"","513억 8,691만원",여자용 겉옷 제조업,문경란,http://bylynn.co.kr,"의류(여성복) 제조,도소매,수출입,전자상거래/부동산 임대","서울 강남구 영동대로 734
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원''], ''급여제도'': [''퇴직연금'', ''장기근속자 포상'', ''퇴직금'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''생일선물/파티'', ''장기근속 선물''], ''교육/생활'': [''구내식당(사원식당)'', ''점심식사 제공'', ''아침식사 제공'', ''간식 제공'', ''음료제공(차, 커피)''], ''근무 환경'': [''회의실'', ''공기청정기'', ''카페테리아'', ''전용 사옥'', ''장애인 전용주차장'', ''자회사 제품할인''], ''조직문화'': [''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'', ''근로자의 날 휴무'', ''산전 후 휴가'', ''육아휴직'']}",79,"{''total'': [86, 86, 85, 85, 82, 84, 86, 87, 85, 85, 84, 80, 83, 79, 83, 81, 82, 81, 81, 78, 79, 81, 80, 79], ''hired'': [0, 2, 1, 4, 3, 2, 2, 1, 0, 0, 0, 4, 5, 0, 6, 3, 4, 1, 0, 2, 2, 3, 0, 1], ''left'': [2, 2, 4, 6, 0, 0, 0, 2, 0, 1, 8, 2, 4, 2, 5, 3, 2, 0, 5, 1, 1, 1, 2, 2], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, -1, 0, -3, 2, 2, 1, -2, 0, -1, -4, 3, -4, 4, -2, 1, -1, 0, -3, 1, 2, -1, -1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=SHhTRUZaMlJyVERsQzJrcEcwUDZZdz09&popup_yn=y,2025-09-14 23:14:56.529373+00
(주)네오커스,75,815,,8,,160,,"[''역세권 기업'', ''나의 커리어 첫 시작'']",2024년 05월 28일,중소기업,"",경영 컨설팅업,윤찬종/정준호,"","경영 컨설팅,온라인 광고,광고대행/데이터베이스 개발,구축,판매","서울 강남구 강남대로100길 14, 2층
지도보기",{},65,"{''total'': [12, 15, 21, 31, 49, 53, 62, 64, 67, 66, 70, 68, 65], ''hired'': [12, 3, 7, 10, 24, 7, 13, 7, 10, 7, 11, 7, 4], ''left'': [0, 1, 0, 6, 3, 4, 5, 7, 8, 7, 9, 7, 10], ''date'': [''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 3, 6, 10, 18, 4, 9, 2, 3, -1, 4, -2, -3]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=KzlqV2YvcTdYLytXMDEvRVRpZm8yQT09&popup_yn=y,2025-09-14 23:15:51.160934+00
(주)스키아,101,131,,4,,10,11,"[''역세권 기업'', ''매출액 20% 지속성장'', ''매출액 150% 급성장'', ''슬기로운 육아휴직기업'', ''자유 복장 기업 모음'', ''포상휴가를 주는 기업'', ''정시 퇴근 보장!'', ''경조사 챙겨주는 기업'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'']",2018년 09월 04일,"중소기업, 주식회사, 병역특례 인증업체","1억 4,605만원",그 외 기타 의료용 기기 제조업,이종명,http://www.skia.kr,"그 외 기타 의료용 기기 제조업,소프트웨어 개발 공급","경기 광명시 양지로 21, 티타워동 1410-207호 (일직동,제유-플래닛)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원''], ''급여제도'': [''퇴직연금'', ''4대 보험''], ''교육/생활'': [''도서구입비지원'', ''교육비 지원'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실'', ''공기청정기'', ''노트북'', ''사무용품 지급''], ''조직문화'': [''수평적 조직문화'', ''자유복장'', ''칼퇴근 보장''], ''출퇴근'': [''탄력근무제'', ''주 52시간제 준수''], ''리프레시'': [''연차'', ''경조휴가제'', ''반차'', ''창립일휴무'', ''근로자의 날 휴무'', ''포상휴가'', ''육아휴직'', ''공휴일 휴무'']}",,"",https://www.saramin.co.kr/zf_user/company-info/view?csn=RzFQUTJtbDBienYzWStUa1JkVzNZQT09&popup_yn=y,2025-09-14 23:16:16.513356+00
에스디바이오센서(주),8.8,3784,,118,2,1113,1,"[''역세권 기업'', ''사내 카페 보유 기업'', ''슬기로운 육아휴직기업'', ''안전보장! 코스피상장'', ''자격증수당제공 기업!'', ''너도나도 찜한 기업'', ''집 고민 덜어주는!'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''포상휴가를 주는 기업'', ''휴가비 지원 기업'', ''코스피 상장★중견기업'', ''외국어교육지원 기업!'', ''웰컴키트 지급 기업'', ''외국어 교육 지원!'', ''회사가 쏘는 복지카드'', ''채용중 코스피 기업'', ''남성출산휴가 기업!'', ''월급을 사수하자!'', ''외국기업의 매력'', ''구내식당 복지 기업!'', ''경조사 챙겨주는 기업'', ''커피는 회사가 쏜다'', ''휴식시간 필요해요'', ''업무도 식후경'', ''직원대출제도 운영기업'', ''직원 건강이 우선!'', ''콘도/리조트 지원기업'', ''주차 고민은 끝!'', ''장기근속수당제공 기업'', ''코스피 상장기업@경기'', ''초봉 알짜기업'']",2010년 12월 21일,"중견기업, 코스피, 외국인 투자기업, 주식회사, 외부감사법인, 수출입 기업","",전기식 진단 및 요법 기기 제조업,이효근,http://www.sdbiosensor.com,"분자진단,면역화학진단,STANDARD Q 항원,항체 진단키트(COVID-19 진단키트) 제조/의료기기,의약품 개발","경기 수원시 영통구 덕영대로1556번길 16, 씨동 4층, 5층 (영통동,디지털엠파이어빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''직원대출제도'', ''각종 경조사 지원'', ''해외여행 지원'', ''복지카드/포인트'', ''자녀학자금''], ''급여제도'': [''퇴직연금'', ''인센티브제'', ''장기근속자 포상'', ''우수사원포상'', ''퇴직금'', ''야근수당'', ''휴일(특근)수당'', ''연차수당'', ''직책수당'', ''자격증수당'', ''장기근속수당'', ''4대 보험''], ''선물'': [''생일선물/파티'', ''웰컴키트 지급''], ''교육/생활'': [''워크샵'', ''신규 입사자 교육(OJT)'', ''직무능력향상교육'', ''도서구입비지원'', ''외국어 교육 지원'', ''구내식당(사원식당)'', ''점심식사 제공'', ''사내동호회 운영'', ''아침식사 제공'', ''간식 제공'', ''식비 지원'', ''음료제공(차, 커피)'', ''해외주재원 제도''], ''근무 환경'': [''휴게실'', ''회의실'', ''공기청정기'', ''카페테리아'', ''노트북'', ''사원증'', ''자회사 제품할인'', ''콘도/리조트 이용권'', ''사무용품 지급'', ''안마실/안마의자''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''출퇴근'': [''차량유류비지급'', ''주택자금 융자'', ''주차장제공'', ''회사차량 있음''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'', ''근로자의 날 휴무'', ''휴가비지원'', ''포상휴가'', ''산전 후 휴가'', ''육아휴직'', ''남성출산휴가'', ''보건휴가'', ''휴양시설 제공'']}",,"",https://www.saramin.co.kr/zf_user/company-info/view?csn=cXVDRUFQZmdyRmNMWTVNREFiZUhUQT09&popup_yn=y,2025-09-14 23:16:26.47158+00
(주)이노버스,29,246,,3,,3,,"[''일상이 된 재택근무'', ''문화생활을 즐기자'', ''경조사 챙겨주는 기업'', ''월급+보너스=행복2배'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''주차 고민은 끝!'', ''장기근속수당제공 기업'']",2022년 01월 10일,"중소기업, 병역특례 인증업체","",그 외 기타 일반목적용 기계 제조업,장진혁,http://inobus.co.kr,"일반 목적용 기계(재활용선별수거기) 제조/산업용 기계장비 임대/응용 소프트웨어 개발,공급/광고 대행","울산 남구 삼산로366번길 10, 2층
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''업무활동비 지급'', ''문화생활비''], ''급여제도'': [''퇴직연금'', ''상여금'', ''우수사원포상'', ''스톡옵션'', ''퇴직금'', ''성과급'', ''휴일(특근)수당'', ''연차수당'', ''장기근속수당'', ''4대 보험''], ''근무 환경'': [''회의실'', ''공기청정기'', ''스마트기기'', ''노트북'', ''사원증'', ''사내도서관'', ''사무용품 지급'', ''안마실/안마의자'', ''스탠딩 책상''], ''출퇴근'': [''야간교통비지급'', ''주차장제공'', ''주차비지원'', ''회사차량 있음'', ''탄력근무제'', ''재택근무'']}",15,"{''total'': [12, 11, 12, 13, 13, 14, 14, 14, 14, 14, 13, 14, 16, 16, 16, 15, 15, 15, 15, 15, 17, 17, 16, 15], ''hired'': [0, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0], ''left'': [2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -1, 1, 1, 0, 1, 0, 0, 0, 0, -1, 1, 2, 0, 0, -1, 0, 0, 0, 0, 2, 0, -1, -1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=ZTVWTE5Vc0JteVZSYzhSYmNGVzRaQT09&popup_yn=y,2025-09-14 23:17:20.587432+00
(주)클레온,170,226,,0,,24,,"[''시리즈A 투자유치'', ''역세권 기업'', ''출퇴근을 자유롭게'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''야근 멈춰!'', ''명절선물/귀향비'', ''정시 퇴근 보장!'', ''경조사 챙겨주는 기업'', ''야근 눈치 보지마요'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''회식 멈춰!'']",2018년 04월 17일,"중소기업, 주식회사, 병역특례 인증업체","15억 3,843만원",응용 소프트웨어 개발 및 공급업,진승혁,https://www.klleon.io/about,소프트웨어개발및기획,"서울 강남구 테헤란로 503, 912호 (삼성동,하이브로빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''내일채움공제''], ''급여제도'': [''장기근속자 포상'', ''스톡옵션'', ''퇴직금'', ''휴일(특근)수당'', ''연차수당'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''생일선물/파티''], ''교육/생활'': [''워크샵'', ''신규 입사자 교육(OJT)'', ''도서구입비지원'', ''간식 제공'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실'', ''회의실'', ''공기청정기'', ''스마트기기'', ''노트북'', ''사무용품 지급'', ''최고 성능 컴퓨터'', ''안마실/안마의자'', ''스탠딩 책상''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용'', ''님/닉네임 문화'', ''칼퇴근 보장''], ''출퇴근'': [''탄력근무제'', ''주 40시간제 시행'', ''자율 근무제''], ''리프레시'': [''연차'', ''경조휴가제'', ''반차'', ''근로자의 날 휴무'']}",27,"{''total'': [43, 41, 41, 42, 43, 39, 40, 40, 39, 37, 33, 33, 32, 29, 28, 30, 31, 31, 30, 29, 31, 31, 29, 27], ''hired'': [2, 3, 2, 2, 3, 1, 3, 1, 2, 0, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 2, 1, 0, 0], ''left'': [5, 2, 1, 2, 5, 2, 1, 3, 2, 4, 0, 2, 3, 1, 0, 0, 2, 1, 1, 0, 1, 2, 2, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -2, 0, 1, 1, -4, 1, 0, -1, -2, -4, 0, -1, -3, -1, 2, 1, 0, -1, -1, 2, 0, -2, -2]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=T20rM3ZLbUVIdnZBVFYzL1NDL2ZHZz09&popup_yn=y,2025-09-14 23:17:43.796897+00
